geography,Ethnic Group,Religion,area code,area name,Counts
RH - Redhill,All categories: Ethnic group, Hindu,RH , Redhill,7591
RM - Romford,All categories: Ethnic group, Hindu,RM , Romford,7634
S - Sheffield,All categories: Ethnic group, Hindu,S , Sheffield,4807
SE - London SE,All categories: Ethnic group, Hindu,SE , London SE,21391
SG - Stevenage,All categories: Ethnic group, Hindu,SG , Stevenage,2879
SK - Stockport,All categories: Ethnic group, Hindu,SK , Stockport,3302
SL - Slough,All categories: Ethnic group, Hindu,SL , Slough,12916
SM - Sutton,All categories: Ethnic group, Hindu,SM , Sutton,9367
SN - Swindon,All categories: Ethnic group, Hindu,SN , Swindon,3357
SO - Southampton,All categories: Ethnic group, Hindu,SO , Southampton,4241
SP - Salisbury,All categories: Ethnic group, Hindu,SP , Salisbury,705
SR - Sunderland,All categories: Ethnic group, Hindu,SR , Sunderland,571
SS - Southend-on-Sea,All categories: Ethnic group, Hindu,SS , Southend-on-Sea,2754
ST - Stoke-on-Trent,All categories: Ethnic group, Hindu,ST , Stoke-on-Trent,2909
SW - London SW,All categories: Ethnic group, Hindu,SW , London SW,16619
SY - Shrewsbury,All categories: Ethnic group, Hindu,SY , Shrewsbury,502
TA - Taunton,All categories: Ethnic group, Hindu,TA , Taunton,275
TD - Galashiels,All categories: Ethnic group, Hindu,TD , Galashiels,4
TF - Telford,All categories: Ethnic group, Hindu,TF , Telford,920
TN - Tonbridge,All categories: Ethnic group, Hindu,TN , Tonbridge,3130
TQ - Torquay,All categories: Ethnic group, Hindu,TQ , Torquay,205
TR - Truro,All categories: Ethnic group, Hindu,TR , Truro,441
TS - Cleveland,All categories: Ethnic group, Hindu,TS , Cleveland,1530
TW - Twickenham,All categories: Ethnic group, Hindu,TW , Twickenham,30641
UB - Southall,All categories: Ethnic group, Hindu,UB , Southall,40145
W - London W,All categories: Ethnic group, Hindu,W , London W,10550
WA - Warrington,All categories: Ethnic group, Hindu,WA , Warrington,2654
WC - London WC,All categories: Ethnic group, Hindu,WC , London WC,583
WD - Watford,All categories: Ethnic group, Hindu,WD , Watford,9913
WF - Wakefield,All categories: Ethnic group, Hindu,WF , Wakefield,1331
WN - Wigan,All categories: Ethnic group, Hindu,WN , Wigan,585
WR - Worcester,All categories: Ethnic group, Hindu,WR , Worcester,520
WS - Walsall,All categories: Ethnic group, Hindu,WS , Walsall,4883
WV - Wolverhampton,All categories: Ethnic group, Hindu,WV , Wolverhampton,10136
YO - York,All categories: Ethnic group, Hindu,YO , York,1336
CF - Cardiff,All categories: Ethnic group, Hindu,CF , Cardiff,5899
LD - Llandrindod Wells,All categories: Ethnic group, Hindu,LD , Llandrindod Wells,245
LL - Llandudno,All categories: Ethnic group, Hindu,LL , Llandudno,1157
NP - Newport,All categories: Ethnic group, Hindu,NP , Newport,1222
SA - Swansea,All categories: Ethnic group, Hindu,SA , Swansea,1562
AL - St Albans,All categories: Ethnic group, Jewish,AL , St Albans,2442
B - Birmingham,All categories: Ethnic group, Jewish,B , Birmingham,2801
BA - Bath,All categories: Ethnic group, Jewish,BA , Bath,464
BB - Blackburn,All categories: Ethnic group, Jewish,BB , Blackburn,148
BD - Bradford,All categories: Ethnic group, Jewish,BD , Bradford,277
BH - Bournemouth,All categories: Ethnic group, Jewish,BH , Bournemouth,2095
BL - Bolton,All categories: Ethnic group, Jewish,BL , Bolton,1279
BN - Brighton,All categories: Ethnic group, Jewish,BN , Brighton,4015
BR - Bromley,All categories: Ethnic group, Jewish,BR , Bromley,915
BS - Bristol,All categories: Ethnic group, Jewish,BS , Bristol,1118
CA - Carlisle,All categories: Ethnic group, Jewish,CA , Carlisle,80
CB - Cambridge,All categories: Ethnic group, Jewish,CB , Cambridge,1458
CH - Chester,All categories: Ethnic group, Jewish,CH , Chester,480
CM - Chelmsford,All categories: Ethnic group, Jewish,CM , Chelmsford,2039
CO - Colchester,All categories: Ethnic group, Jewish,CO , Colchester,586
CR - Croydon,All categories: Ethnic group, Jewish,CR , Croydon,767
CT - Canterbury,All categories: Ethnic group, Jewish,CT , Canterbury,704
CV - Coventry,All categories: Ethnic group, Jewish,CV , Coventry,693
CW - Crewe,All categories: Ethnic group, Jewish,CW , Crewe,200
DA - Dartford,All categories: Ethnic group, Jewish,DA , Dartford,382
DE - Derby,All categories: Ethnic group, Jewish,DE , Derby,355
DH - Durham,All categories: Ethnic group, Jewish,DH , Durham,148
DL - Darlington,All categories: Ethnic group, Jewish,DL , Darlington,132
DN - Doncaster,All categories: Ethnic group, Jewish,DN , Doncaster,244
DT - Dorchester,All categories: Ethnic group, Jewish,DT , Dorchester,203
DY - Dudley,All categories: Ethnic group, Jewish,DY , Dudley,137
E - London E,All categories: Ethnic group, Jewish,E , London E,7174
EC - London EC,All categories: Ethnic group, Jewish,EC , London EC,349
EN - Enfield,All categories: Ethnic group, Jewish,EN , Enfield,6183
EX - Exeter,All categories: Ethnic group, Jewish,EX , Exeter,489
FY - Blackpool,All categories: Ethnic group, Jewish,FY , Blackpool,608
GL - Gloucester,All categories: Ethnic group, Jewish,GL , Gloucester,547
GU - Guildford,All categories: Ethnic group, Jewish,GU , Guildford,1251
HA - Harrow,All categories: Ethnic group, Jewish,HA , Harrow,21852
HD - Huddersfield,All categories: Ethnic group, Jewish,HD , Huddersfield,129
HG - Harrogate,All categories: Ethnic group, Jewish,HG , Harrogate,279
HP - Hemel Hempstead,All categories: Ethnic group, Jewish,HP , Hemel Hempstead,1543
HR - Hereford,All categories: Ethnic group, Jewish,HR , Hereford,131
HU - Hull,All categories: Ethnic group, Jewish,HU , Hull,440
HX - Halifax,All categories: Ethnic group, Jewish,HX , Halifax,123
IG - Ilford,All categories: Ethnic group, Jewish,IG , Ilford,11922
IP - Ipswich,All categories: Ethnic group, Jewish,IP , Ipswich,572
KT - Kingston upon Thames,All categories: Ethnic group, Jewish,KT , Kingston upon Thames,2247
L - Liverpool,All categories: Ethnic group, Jewish,L , Liverpool,2387
LA - Lancaster,All categories: Ethnic group, Jewish,LA , Lancaster,243
LE - Leicester,All categories: Ethnic group, Jewish,LE , Leicester,907
LN - Lincoln,All categories: Ethnic group, Jewish,LN , Lincoln,159
LS - Leeds,All categories: Ethnic group, Jewish,LS , Leeds,6912
LU - Luton,All categories: Ethnic group, Jewish,LU , Luton,644
M - Manchester,All categories: Ethnic group, Jewish,M , Manchester,19939
ME - Medway,All categories: Ethnic group, Jewish,ME , Medway,496
MK - Milton Keynes,All categories: Ethnic group, Jewish,MK , Milton Keynes,781
N - London N,All categories: Ethnic group, Jewish,N , London N,39459
NE - Newcastle upon Tyne,All categories: Ethnic group, Jewish,NE , Newcastle upon Tyne,3984
NG - Nottingham,All categories: Ethnic group, Jewish,NG , Nottingham,1805
NN - Northampton,All categories: Ethnic group, Jewish,NN , Northampton,641
NR - Norwich,All categories: Ethnic group, Jewish,NR , Norwich,803
NW - London NW,All categories: Ethnic group, Jewish,NW , London NW,43076
OL - Oldham,All categories: Ethnic group, Jewish,OL , Oldham,334
OX - Oxford,All categories: Ethnic group, Jewish,OX , Oxford,1776
PE - Peterborough,All categories: Ethnic group, Jewish,PE , Peterborough,787
PL - Plymouth,All categories: Ethnic group, Jewish,PL , Plymouth,339
PO - Portsmouth,All categories: Ethnic group, Jewish,PO , Portsmouth,753
PR - Preston,All categories: Ethnic group, Jewish,PR , Preston,549
RG - Reading,All categories: Ethnic group, Jewish,RG , Reading,1511
RH - Redhill,All categories: Ethnic group, Jewish,RH , Redhill,794
RM - Romford,All categories: Ethnic group, Jewish,RM , Romford,1994
S - Sheffield,All categories: Ethnic group, Jewish,S , Sheffield,970
SE - London SE,All categories: Ethnic group, Jewish,SE , London SE,2644
SG - Stevenage,All categories: Ethnic group, Jewish,SG , Stevenage,930
SK - Stockport,All categories: Ethnic group, Jewish,SK , Stockport,1778
SL - Slough,All categories: Ethnic group, Jewish,SL , Slough,923
SM - Sutton,All categories: Ethnic group, Jewish,SM , Sutton,552
SN - Swindon,All categories: Ethnic group, Jewish,SN , Swindon,335
SO - Southampton,All categories: Ethnic group, Jewish,SO , Southampton,727
SP - Salisbury,All categories: Ethnic group, Jewish,SP , Salisbury,223
SR - Sunderland,All categories: Ethnic group, Jewish,SR , Sunderland,89
SS - Southend-on-Sea,All categories: Ethnic group, Jewish,SS , Southend-on-Sea,2924
ST - Stoke-on-Trent,All categories: Ethnic group, Jewish,ST , Stoke-on-Trent,234
SW - London SW,All categories: Ethnic group, Jewish,SW , London SW,6549
SY - Shrewsbury,All categories: Ethnic group, Jewish,SY , Shrewsbury,171
TA - Taunton,All categories: Ethnic group, Jewish,TA , Taunton,177
TD - Galashiels,All categories: Ethnic group, Jewish,TD , Galashiels,2
TF - Telford,All categories: Ethnic group, Jewish,TF , Telford,103
TN - Tonbridge,All categories: Ethnic group, Jewish,TN , Tonbridge,1047
TQ - Torquay,All categories: Ethnic group, Jewish,TQ , Torquay,283
TR - Truro,All categories: Ethnic group, Jewish,TR , Truro,244
TS - Cleveland,All categories: Ethnic group, Jewish,TS , Cleveland,201
TW - Twickenham,All categories: Ethnic group, Jewish,TW , Twickenham,1568
UB - Southall,All categories: Ethnic group, Jewish,UB , Southall,563
W - London W,All categories: Ethnic group, Jewish,W , London W,7179
WA - Warrington,All categories: Ethnic group, Jewish,WA , Warrington,2439
WC - London WC,All categories: Ethnic group, Jewish,WC , London WC,379
WD - Watford,All categories: Ethnic group, Jewish,WD , Watford,16008
WF - Wakefield,All categories: Ethnic group, Jewish,WF , Wakefield,201
WN - Wigan,All categories: Ethnic group, Jewish,WN , Wigan,74
WR - Worcester,All categories: Ethnic group, Jewish,WR , Worcester,172
WS - Walsall,All categories: Ethnic group, Jewish,WS , Walsall,121
WV - Wolverhampton,All categories: Ethnic group, Jewish,WV , Wolverhampton,117
YO - York,All categories: Ethnic group, Jewish,YO , York,425
CF - Cardiff,All categories: Ethnic group, Jewish,CF , Cardiff,1067
LD - Llandrindod Wells,All categories: Ethnic group, Jewish,LD , Llandrindod Wells,27
LL - Llandudno,All categories: Ethnic group, Jewish,LL , Llandudno,246
NP - Newport,All categories: Ethnic group, Jewish,NP , Newport,221
SA - Swansea,All categories: Ethnic group, Jewish,SA , Swansea,359
AL - St Albans,All categories: Ethnic group, Muslim,AL , St Albans,7907
B - Birmingham,All categories: Ethnic group, Muslim,B , Birmingham,267511
BA - Bath,All categories: Ethnic group, Muslim,BA , Bath,2238
BB - Blackburn,All categories: Ethnic group, Muslim,BB , Blackburn,75194
BD - Bradford,All categories: Ethnic group, Muslim,BD , Bradford,130111
BH - Bournemouth,All categories: Ethnic group, Muslim,BH , Bournemouth,4979
BL - Bolton,All categories: Ethnic group, Muslim,BL , Bolton,39877
BN - Brighton,All categories: Ethnic group, Muslim,BN , Brighton,10824
BR - Bromley,All categories: Ethnic group, Muslim,BR , Bromley,6910
BS - Bristol,All categories: Ethnic group, Muslim,BS , Bristol,25135
CA - Carlisle,All categories: Ethnic group, Muslim,CA , Carlisle,943
CB - Cambridge,All categories: Ethnic group, Muslim,CB , Cambridge,7329
CH - Chester,All categories: Ethnic group, Muslim,CH , Chester,3541
CM - Chelmsford,All categories: Ethnic group, Muslim,CM , Chelmsford,6336
CO - Colchester,All categories: Ethnic group, Muslim,CO , Colchester,3431
CR - Croydon,All categories: Ethnic group, Muslim,CR , Croydon,30069
CT - Canterbury,All categories: Ethnic group, Muslim,CT , Canterbury,4315
CV - Coventry,All categories: Ethnic group, Muslim,CV , Coventry,29637
CW - Crewe,All categories: Ethnic group, Muslim,CW , Crewe,1442
DA - Dartford,All categories: Ethnic group, Muslim,DA , Dartford,8407
DE - Derby,All categories: Ethnic group, Muslim,DE , Derby,26507
DH - Durham,All categories: Ethnic group, Muslim,DH , Durham,1617
DL - Darlington,All categories: Ethnic group, Muslim,DL , Darlington,1521
DN - Doncaster,All categories: Ethnic group, Muslim,DN , Doncaster,9924
DT - Dorchester,All categories: Ethnic group, Muslim,DT , Dorchester,710
DY - Dudley,All categories: Ethnic group, Muslim,DY , Dudley,13213
E - London E,All categories: Ethnic group, Muslim,E , London E,266989
EC - London EC,All categories: Ethnic group, Muslim,EC , London EC,2781
EN - Enfield,All categories: Ethnic group, Muslim,EN , Enfield,26807
EX - Exeter,All categories: Ethnic group, Muslim,EX , Exeter,2643
FY - Blackpool,All categories: Ethnic group, Muslim,FY , Blackpool,1544
GL - Gloucester,All categories: Ethnic group, Muslim,GL , Gloucester,5799
GU - Guildford,All categories: Ethnic group, Muslim,GU , Guildford,14547
HA - Harrow,All categories: Ethnic group, Muslim,HA , Harrow,59654
HD - Huddersfield,All categories: Ethnic group, Muslim,HD , Huddersfield,21115
HG - Harrogate,All categories: Ethnic group, Muslim,HG , Harrogate,531
HP - Hemel Hempstead,All categories: Ethnic group, Muslim,HP , Hemel Hempstead,26623
HR - Hereford,All categories: Ethnic group, Muslim,HR , Hereford,362
HU - Hull,All categories: Ethnic group, Muslim,HU , Hull,6399
HX - Halifax,All categories: Ethnic group, Muslim,HX , Halifax,14143
IG - Ilford,All categories: Ethnic group, Muslim,IG , Ilford,74184
IP - Ipswich,All categories: Ethnic group, Muslim,IP , Ipswich,5207
KT - Kingston upon Thames,All categories: Ethnic group, Muslim,KT , Kingston upon Thames,16625
L - Liverpool,All categories: Ethnic group, Muslim,L , Liverpool,16415
LA - Lancaster,All categories: Ethnic group, Muslim,LA , Lancaster,2161
LE - Leicester,All categories: Ethnic group, Muslim,LE , Leicester,70586
LN - Lincoln,All categories: Ethnic group, Muslim,LN , Lincoln,1339
LS - Leeds,All categories: Ethnic group, Muslim,LS , Leeds,40423
LU - Luton,All categories: Ethnic group, Muslim,LU , Luton,51040
M - Manchester,All categories: Ethnic group, Muslim,M , Manchester,101844
ME - Medway,All categories: Ethnic group, Muslim,ME , Medway,7942
MK - Milton Keynes,All categories: Ethnic group, Muslim,MK , Milton Keynes,21492
N - London N,All categories: Ethnic group, Muslim,N , London N,109725
NE - Newcastle upon Tyne,All categories: Ethnic group, Muslim,NE , Newcastle upon Tyne,25040
NG - Nottingham,All categories: Ethnic group, Muslim,NG , Nottingham,33679
NN - Northampton,All categories: Ethnic group, Muslim,NN , Northampton,11884
NR - Norwich,All categories: Ethnic group, Muslim,NR , Norwich,4454
NW - London NW,All categories: Ethnic group, Muslim,NW , London NW,87434
OL - Oldham,All categories: Ethnic group, Muslim,OL , Oldham,74175
OX - Oxford,All categories: Ethnic group, Muslim,OX , Oxford,15450
PE - Peterborough,All categories: Ethnic group, Muslim,PE , Peterborough,21071
PL - Plymouth,All categories: Ethnic group, Muslim,PL , Plymouth,2507
PO - Portsmouth,All categories: Ethnic group, Muslim,PO , Portsmouth,10098
PR - Preston,All categories: Ethnic group, Muslim,PR , Preston,18285
RG - Reading,All categories: Ethnic group, Muslim,RG , Reading,19294
RH - Redhill,All categories: Ethnic group, Muslim,RH , Redhill,11797
RM - Romford,All categories: Ethnic group, Muslim,RM , Romford,22805
S - Sheffield,All categories: Ethnic group, Muslim,S , Sheffield,54751
SE - London SE,All categories: Ethnic group, Muslim,SE , London SE,69854
SG - Stevenage,All categories: Ethnic group, Muslim,SG , Stevenage,3949
SK - Stockport,All categories: Ethnic group, Muslim,SK , Stockport,14652
